,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender,race
659,3.0,24.0,3.1,-1.86,-1.84,0,1.0,3.0,-41.0,1,1
660,2.0,27.0,3.2,-1.33,-1.2,0,1.0,2.0,-57.0,1,0
661,6.0,26.0,3.6,0.03,0.34,0,1.0,3.0,-62.0,1,0
662,4.0,33.0,2.7,-1.52,-1.49,0,1.0,4.0,-61.0,1,0
663,3.0,46.0,3.4,0.79,1.33,1,1.0,4.0,-61.0,1,1
664,3.0,39.0,2.6,-1.02,-1.33,0,1.0,2.0,-57.0,1,0
665,3.0,31.0,2.8,-0.23,-2.15,0,1.0,3.0,-65.0,0,0
666,3.0,34.0,3.0,-0.85,0.73,1,1.0,3.0,-54.0,0,1
667,3.0,37.0,3.3,-0.47,-0.09,1,1.0,4.0,-62.0,1,1
668,3.0,36.0,3.1,-1.06,-0.2,1,1.0,2.0,-58.0,0,1
669,4.0,40.0,2.9,-1.44,-1.82,0,1.0,3.0,-62.0,0,0
670,1.0,27.5,3.0,-0.7,-1.09,0,1.0,3.0,-55.0,1,1
671,1.0,37.0,3.5,-1.35,-1.05,0,1.0,2.0,-61.0,1,0
672,4.0,23.0,3.2,-1.37,-2.05,0,1.0,2.0,-61.0,1,0
673,5.0,40.0,3.2,-0.34,-0.36,1,1.0,2.0,-52.0,0,0
674,3.0,43.0,2.2,-0.08,-0.56,1,2.0,4.0,-53.0,0,1
675,2.0,31.0,3.5,-0.53,-0.45,0,1.0,3.0,-62.0,0,1
676,3.0,40.0,2.8,-0.59,-0.27,0,1.0,3.0,-55.0,1,1
677,3.0,37.0,3.0,-1.21,-1.08,1,1.0,4.0,-62.0,0,1
678,3.0,32.0,2.7,0.16,-1.39,0,2.0,4.0,-61.0,0,1
679,5.0,29.5,3.3,-1.21,-1.76,1,1.0,3.0,-62.0,1,0
680,5.0,45.0,3.4,-0.5,-0.65,1,1.0,2.0,-58.0,1,1
681,2.0,33.0,2.6,0.01,-1.12,0,1.0,4.0,-60.0,0,1
682,4.0,32.0,3.4,-0.28,-0.24,1,1.0,4.0,-62.0,0,1
683,1.0,38.0,3.3,0.5,-0.12,1,1.0,3.0,-54.0,0,1
684,3.0,35.0,3.4,1.52,1.67,1,1.0,2.0,-59.0,1,1
685,1.0,37.0,3.3,1.1,1.0,1,1.0,4.0,-61.0,1,1
686,2.0,31.0,3.4,-0.21,-0.71,1,1.0,4.0,-67.0,1,1
687,3.0,33.0,3.8,-0.55,-0.11,1,1.0,4.0,-63.0,1,1
688,2.0,39.0,2.7,0.01,-0.5,0,1.0,2.0,-62.0,1,1
689,4.0,37.0,2.8,0.54,0.46,1,1.0,3.0,-61.0,1,1
690,2.0,33.0,3.2,1.2,1.09,1,1.0,4.0,-62.0,1,1
691,1.0,38.0,3.5,0.16,-0.47,0,1.0,4.0,-62.0,1,1
692,3.0,33.0,3.8,-1.54,-1.42,0,2.0,3.0,-66.0,1,1
693,2.0,33.0,3.0,-1.51,-0.84,0,1.0,4.0,-62.0,0,1
694,3.0,28.5,3.0,-1.35,-1.67,0,1.0,1.0,-60.0,0,0
695,3.0,32.0,3.6,0.41,0.14,1,1.0,4.0,-61.0,1,1
696,3.0,35.5,3.1,-1.87,-2.36,0,1.0,4.0,-61.0,0,1
697,4.0,42.0,3.5,-0.72,-1.4,1,1.0,4.0,-62.0,1,1
698,4.0,35.0,3.4,-0.32,-0.17,0,1.0,4.0,-61.0,1,1
699,1.0,40.0,3.3,0.69,1.31,1,1.0,3.0,-54.0,0,1
700,3.0,37.0,3.5,0.64,0.56,1,1.0,4.0,-61.0,0,1
701,1.0,42.0,3.7,-1.81,-1.34,1,1.0,5.0,-61.0,1,0
702,3.0,31.0,3.1,1.87,1.05,1,1.0,4.0,-59.0,1,1
703,3.0,41.0,3.0,0.16,0.49,0,2.0,3.0,-59.0,0,1
704,5.0,42.0,3.6,-0.45,-1.06,0,1.0,3.0,-63.0,0,1
705,3.0,31.0,3.0,-1.53,-1.17,0,1.0,2.0,-48.0,0,0
706,3.0,41.0,3.5,-0.02,-0.66,1,1.0,3.0,-64.0,0,1
707,1.0,28.0,2.4,-0.04,0.13,0,1.0,4.0,-61.0,1,0
708,5.0,39.0,3.5,1.5,1.08,1,1.0,2.0,-61.0,0,0
709,1.0,26.5,3.0,-1.54,-1.59,1,1.0,1.0,-62.0,1,0
710,2.0,28.5,2.9,-1.13,-0.87,0,1.0,3.0,-61.0,1,1
711,4.0,41.0,3.6,-1.13,-1.68,0,1.0,3.0,-66.0,1,1
712,3.0,35.0,3.4,0.39,0.13,0,1.0,4.0,-62.0,0,1
713,1.0,34.0,3.9,1.12,0.77,1,1.0,3.0,-65.0,0,1
714,3.0,31.0,3.6,-1.13,-1.61,0,1.0,4.0,-62.0,0,0
715,3.0,38.0,2.8,-1.39,-1.94,1,1.0,5.0,-67.0,0,1
716,6.0,38.0,3.8,1.56,1.84,1,1.0,3.0,-56.0,1,1
717,3.0,31.0,3.6,-0.03,-0.63,0,2.0,4.0,-61.0,0,1
718,1.0,39.0,3.2,-1.48,-1.54,1,1.0,5.0,-61.0,0,1
719,4.0,45.0,3.8,-1.31,-1.34,0,1.0,3.0,-58.0,0,1
720,6.0,29.5,2.3,-1.24,-0.97,0,1.0,4.0,-56.0,1,0
721,3.0,38.0,2.9,-1.78,-2.02,0,1.0,3.0,-62.0,0,1
722,1.0,39.0,3.0,-0.82,-0.95,1,1.0,4.0,-62.0,1,1
723,3.0,30.0,2.8,-0.55,-1.14,0,1.0,3.0,-62.0,1,0
724,5.0,44.0,3.9,0.38,0.85,1,1.0,4.0,-62.0,0,1
725,3.0,33.0,3.5,0.16,-0.09,1,1.0,4.0,-60.0,0,0
726,3.0,32.5,2.7,1.02,0.08,1,1.0,4.0,-60.0,0,1
727,4.0,32.0,3.1,-1.07,-0.61,0,2.0,3.0,-39.0,1,1
728,1.0,35.0,2.9,0.25,0.02,1,1.0,4.0,-51.0,0,1
729,1.0,37.0,3.1,0.57,-0.05,1,1.0,4.0,-61.0,1,1
730,3.0,34.5,2.9,0.52,0.55,1,1.0,4.0,-61.0,0,1
731,6.0,20.0,2.7,-0.93,-1.69,0,1.0,4.0,-67.0,1,0
732,4.0,42.0,3.7,0.04,0.1,1,1.0,3.0,-58.0,1,1
733,1.0,40.5,3.2,-0.79,-0.76,1,1.0,4.0,-60.0,1,1
734,3.0,34.0,4.0,1.01,1.23,1,1.0,4.0,-61.0,1,1
735,3.0,34.5,2.7,-1.27,-1.6,0,1.0,4.0,-61.0,0,0
736,3.0,29.3,3.0,-0.69,-0.8,1,1.0,4.0,-60.0,0,1
737,2.0,35.0,3.3,-0.65,-1.04,0,1.0,5.0,-62.0,0,0
738,1.0,40.0,3.7,0.85,0.64,1,1.0,3.0,-57.0,0,1
739,3.0,37.0,2.7,0.15,0.8,1,2.0,4.0,-60.0,0,1
740,3.0,31.5,3.0,0.35,-0.4,1,1.0,2.0,-62.0,0,1
741,4.0,45.0,3.1,-0.37,-0.48,1,1.0,3.0,-61.0,0,1
742,2.0,36.0,3.0,1.27,1.12,1,1.0,2.0,-45.0,0,1
743,1.0,25.0,2.1,-2.54,-2.96,0,1.0,2.0,-41.0,0,0
744,3.0,32.5,2.8,-0.28,0.32,0,1.0,3.0,-60.0,1,1
745,6.0,26.5,1.8,-0.58,-1.49,0,1.0,2.0,-62.0,0,0
746,4.0,34.0,2.8,-1.63,-1.45,0,1.0,3.0,-66.0,0,0
747,4.0,28.5,2.6,-0.64,-1.58,0,1.0,2.0,-60.0,0,0
748,1.0,38.0,2.9,-0.4,-0.02,1,1.0,3.0,-42.0,1,1
749,1.0,35.0,3.3,-0.94,-1.69,1,1.0,4.0,-61.0,0,1
750,3.0,26.0,3.2,-1.23,-1.68,0,1.0,3.0,-44.0,1,1
751,3.0,41.0,2.9,0.1,-0.12,1,1.0,3.0,-59.0,0,1
752,4.0,41.0,2.7,-1.92,-0.82,1,2.0,3.0,-54.0,0,1
753,3.0,38.0,3.1,1.29,1.33,1,1.0,4.0,-59.0,0,1
754,1.0,36.0,3.9,1.71,1.37,1,1.0,3.0,-60.0,0,1
755,4.0,45.0,2.7,-1.14,-1.35,0,2.0,3.0,-51.0,0,1
756,2.0,27.5,3.7,-0.92,-0.52,1,1.0,4.0,-38.0,1,1
757,1.0,30.0,3.8,-0.96,-1.52,0,1.0,3.0,-62.0,1,0
758,2.0,28.0,3.6,1.07,1.17,1,1.0,4.0,-62.0,1,1
759,3.0,31.0,3.6,-0.94,-1.1,0,1.0,4.0,-61.0,0,0
760,3.0,37.0,3.6,1.54,1.2,1,1.0,3.0,-67.0,0,1
761,3.0,43.0,2.3,-1.33,-1.7,0,1.0,3.0,-62.0,1,1
762,1.0,27.0,2.5,-2.06,-1.82,0,1.0,3.0,-62.0,1,0
763,3.0,25.0,3.1,-0.66,-0.86,0,1.0,3.0,-61.0,1,0
764,1.0,40.0,3.9,0.91,0.81,1,1.0,3.0,-63.0,0,1
765,3.0,33.0,3.9,0.65,0.88,0,1.0,4.0,-61.0,1,1
766,1.0,36.0,3.5,0.86,0.75,1,1.0,4.0,-61.0,1,1
767,3.0,26.0,2.5,-0.5,-0.74,0,1.0,4.0,-62.0,0,0
768,3.0,25.0,2.8,-1.58,-1.38,0,2.0,3.0,-58.0,0,0
769,4.0,47.0,3.4,1.34,1.75,1,1.0,4.0,-61.0,0,1
770,2.0,34.0,3.3,-0.98,-0.59,0,1.0,4.0,-62.0,0,1
771,4.0,40.0,3.4,-0.8,-1.39,0,2.0,3.0,-50.0,0,1
772,3.0,33.0,2.8,-1.02,-1.3,0,2.0,3.0,-57.0,1,1
773,3.0,36.0,3.0,-0.18,0.28,1,2.0,4.0,-63.0,1,1
774,4.0,43.0,3.4,0.81,0.72,1,1.0,4.0,-62.0,0,1
775,3.0,31.5,3.3,-0.4,-0.39,1,1.0,3.0,-57.0,0,1
776,4.0,42.0,3.4,0.77,0.94,0,1.0,4.0,-67.0,0,1
777,3.0,39.0,2.5,2.22,2.17,1,1.0,4.0,-58.0,0,1
778,1.0,29.0,3.1,-2.01,-2.22,0,1.0,3.0,-66.0,1,0
779,1.0,41.0,2.9,-0.61,-0.78,1,1.0,4.0,-60.0,0,1
780,2.0,32.0,3.0,0.07,-0.86,0,1.0,4.0,-53.0,1,1
781,1.0,29.5,2.7,-0.54,-1.27,0,1.0,3.0,-57.0,0,1
782,1.0,35.0,3.4,-0.58,-0.88,0,1.0,4.0,-62.0,1,1
783,4.0,31.5,3.6,-2.14,-1.4,0,1.0,2.0,-67.0,1,0
784,4.0,45.0,3.6,0.23,0.5,1,1.0,4.0,-62.0,1,1
785,3.0,33.0,3.3,1.09,1.46,1,1.0,3.0,-62.0,0,1
786,2.0,34.0,2.8,-0.36,-0.19,0,1.0,2.0,-60.0,0,1
787,2.0,33.0,2.9,-0.48,-0.01,0,1.0,3.0,-61.0,1,1
788,1.0,26.5,2.8,-2.14,-1.4,0,1.0,2.0,-67.0,1,0
789,3.0,28.0,3.4,0.06,0.37,1,1.0,4.0,-62.0,1,1
790,1.0,36.0,2.9,-0.61,-0.6,1,1.0,2.0,-65.0,1,1
791,1.0,36.0,3.5,0.01,-0.19,1,1.0,3.0,-62.0,0,1
792,1.0,37.0,3.5,-0.55,-0.16,1,1.0,3.0,-62.0,0,1
793,3.0,33.5,2.6,-1.07,-1.14,0,2.0,4.0,-64.0,0,1
794,2.0,31.0,3.2,1.3,0.97,1,1.0,5.0,-61.0,0,1
795,2.0,34.0,3.4,0.77,0.16,1,1.0,3.0,-62.0,0,1
796,2.0,32.0,3.4,0.46,0.83,1,1.0,4.0,-59.0,1,1
797,4.0,45.0,2.9,2.06,1.84,1,1.0,4.0,-64.0,1,1
798,1.0,36.0,2.7,-1.21,-1.41,0,1.0,3.0,-61.0,1,0
799,1.0,42.0,3.7,1.34,1.42,1,1.0,3.0,-63.0,0,1
800,2.0,24.5,3.0,-0.05,-0.48,0,1.0,3.0,-62.0,0,0
801,1.0,42.0,2.7,-0.91,-0.45,1,1.0,4.0,-61.0,0,1
802,3.0,34.0,2.7,-1.9,-2.6,0,1.0,4.0,-62.0,1,0
803,2.0,28.0,3.0,-1.88,-1.41,0,1.0,4.0,-56.0,0,1
804,4.0,43.0,3.4,0.83,0.8,1,1.0,3.0,-53.0,1,1
805,3.0,35.5,3.2,-0.62,-0.49,1,1.0,2.0,-62.0,1,0
806,4.0,29.0,3.4,-0.3,-0.72,0,2.0,4.0,-55.0,1,0
807,3.0,34.0,2.9,-0.87,-1.51,0,1.0,3.0,-61.0,1,1
808,3.0,36.5,3.6,0.01,0.32,1,1.0,5.0,-67.0,0,1
809,3.0,29.0,3.5,-0.95,-1.53,0,1.0,4.0,-44.0,0,1
810,1.0,38.0,3.3,-0.32,-1.71,0,1.0,4.0,-61.0,0,1
811,1.0,34.3,2.8,-0.21,-1.59,0,1.0,4.0,-59.0,0,1
812,3.0,30.5,3.5,-0.63,-0.57,1,1.0,3.0,-62.0,0,1
813,1.0,26.0,3.0,-1.27,-1.28,1,1.0,3.0,-62.0,1,0
814,3.0,33.0,3.1,-1.26,-1.06,0,1.0,2.0,-34.0,1,1
815,1.0,37.5,3.6,-0.72,-0.53,1,1.0,4.0,-62.0,1,1
816,3.0,35.0,3.3,0.48,0.5,1,1.0,3.0,-63.0,0,1
817,4.0,42.0,3.3,-0.01,0.8,1,1.0,4.0,-63.0,1,1
818,6.0,24.5,2.5,-0.37,-0.69,0,1.0,1.0,-56.0,0,0
819,1.0,28.0,2.5,-2.18,-2.5,0,1.0,3.0,-61.0,1,0
820,3.0,42.0,3.5,1.91,1.99,1,1.0,4.0,-58.0,0,1
821,1.0,35.5,3.4,-0.15,-0.27,1,1.0,3.0,-59.0,0,1
822,1.0,37.0,3.6,-0.51,-0.99,0,1.0,3.0,-52.0,0,1
823,4.0,33.0,3.5,0.06,-0.24,0,1.0,3.0,-39.0,1,0
824,1.0,39.0,3.1,-0.83,-1.31,1,1.0,3.0,-62.0,1,1
825,3.0,41.0,3.6,0.45,0.74,1,1.0,4.0,-62.0,0,1
826,4.0,36.0,2.6,0.24,-0.53,1,2.0,4.0,-56.0,0,1
827,3.0,37.0,2.9,-0.17,-0.72,1,1.0,4.0,-61.0,0,1
828,1.0,26.0,3.0,-1.02,-1.48,0,1.0,3.0,-63.0,1,0
829,5.0,47.0,3.4,0.87,0.51,1,1.0,4.0,-62.0,0,1
830,3.0,39.0,2.8,-0.19,-0.48,0,2.0,4.0,-57.0,0,1
831,5.0,43.0,2.7,-0.46,-0.49,1,1.0,3.0,-54.0,0,1
832,3.0,36.0,2.9,-0.44,0.21,1,1.0,4.0,-49.0,1,1
833,4.0,37.0,3.2,-0.48,0.38,0,2.0,3.0,-49.0,0,1
834,1.0,28.0,2.8,-1.63,-2.09,0,1.0,3.0,-57.0,0,0
835,2.0,35.0,2.7,-0.96,-1.3,0,1.0,3.0,-54.0,0,1
836,3.0,34.0,3.2,0.48,-0.45,1,1.0,3.0,-60.0,0,1
837,1.0,41.0,2.8,-0.24,-0.56,1,1.0,4.0,-60.0,1,1
838,1.0,23.0,2.7,-1.57,-1.8,0,1.0,3.0,-59.0,0,0
839,4.0,35.0,3.5,-0.83,-1.25,0,1.0,4.0,-59.0,1,1
840,1.0,24.0,2.9,-2.13,-1.92,1,1.0,1.0,-43.0,1,0
841,1.0,39.5,3.2,1.37,1.24,1,1.0,4.0,-61.0,0,1
842,6.0,27.5,2.1,-0.98,-1.62,0,1.0,4.0,-59.0,0,0
843,1.0,42.0,3.5,0.24,0.03,1,1.0,3.0,-62.0,0,1
844,3.0,40.0,3.3,-1.28,-1.41,1,1.0,5.0,-61.0,1,1
845,3.0,20.0,3.2,-1.87,-2.77,0,1.0,4.0,-60.0,0,0
846,5.0,43.0,3.8,0.61,0.49,1,1.0,4.0,-61.0,1,1
847,4.0,34.0,3.4,-0.54,-1.17,0,1.0,3.0,-63.0,1,0
848,5.0,46.0,3.4,0.3,0.66,1,1.0,3.0,-62.0,0,1
849,1.0,39.0,3.0,-1.41,-1.35,1,1.0,4.0,-62.0,1,1
850,5.0,42.0,3.7,0.06,0.51,1,1.0,5.0,-61.0,0,1
851,2.0,37.0,3.2,0.91,0.69,1,1.0,3.0,-57.0,0,1
852,5.0,43.0,3.4,0.54,0.22,1,1.0,4.0,-61.0,0,0
853,3.0,28.0,2.2,-2.31,-2.24,1,1.0,3.0,-53.0,1,0
854,2.0,30.0,2.7,-0.12,-0.52,1,1.0,4.0,-66.0,0,1
855,5.0,40.0,3.3,0.58,0.14,1,1.0,4.0,-60.0,1,1
856,2.0,34.0,3.1,0.49,0.87,1,1.0,4.0,-67.0,0,1
857,4.0,37.0,2.9,-0.61,-0.64,1,1.0,4.0,-62.0,1,1
858,1.0,27.5,2.9,-0.96,-1.62,1,1.0,3.0,-60.0,1,0
859,3.0,39.0,3.2,1.02,0.55,1,1.0,5.0,-61.0,0,1
860,3.0,32.0,3.0,-1.12,-1.29,0,1.0,3.0,-60.0,0,1
861,3.0,31.0,3.4,-0.7,-1.14,0,1.0,3.0,-62.0,1,0
862,1.0,34.5,3.2,-0.41,0.14,1,1.0,4.0,-62.0,1,1
863,3.0,40.0,2.1,0.48,0.15,1,2.0,2.0,-48.0,0,1
864,1.0,41.0,3.6,1.11,1.13,1,1.0,4.0,-52.0,0,1
865,4.0,38.0,3.3,1.45,1.27,1,1.0,4.0,-60.0,1,0
866,2.0,33.5,3.3,-0.8,-0.77,0,2.0,3.0,-56.0,0,0
867,1.0,34.0,3.4,-0.71,-1.19,1,1.0,4.0,-61.0,0,1
868,1.0,39.0,3.3,1.32,1.14,1,1.0,3.0,-60.0,0,1
869,3.0,31.0,2.4,-0.72,-0.57,0,2.0,3.0,-44.0,0,1
870,1.0,30.5,2.8,-0.76,-1.42,0,1.0,2.0,-61.0,0,1
871,3.0,35.0,2.7,-1.45,-2.14,0,1.0,3.0,-61.0,0,1
872,2.0,36.0,3.0,-0.81,-1.61,0,1.0,4.0,-67.0,1,1
873,3.0,35.0,2.8,-1.1,-1.29,0,2.0,3.0,-58.0,0,1
874,4.0,30.0,2.3,-0.95,-1.38,0,1.0,1.0,-57.0,1,0
875,1.0,34.0,3.9,-0.05,-0.06,1,1.0,3.0,-62.0,0,1
876,1.0,37.0,2.8,1.32,-0.12,0,1.0,4.0,-62.0,0,1
877,1.0,45.0,2.8,-0.4,-0.58,1,1.0,4.0,-55.0,0,1
878,3.0,39.0,3.4,-1.5,-0.66,1,1.0,5.0,-61.0,1,1
879,6.0,29.0,3.6,-0.58,-0.45,0,1.0,4.0,-62.0,1,0
880,6.0,26.5,3.3,-1.27,-1.89,0,1.0,1.0,-49.0,0,0
881,4.0,39.5,2.9,-0.91,-0.67,1,1.0,2.0,-59.0,1,1
882,5.0,33.0,3.0,-1.77,-1.89,0,1.0,4.0,-59.0,0,0
883,1.0,34.0,3.8,-0.51,0.5,1,1.0,4.0,-62.0,1,1
884,4.0,41.0,3.4,-1.21,-0.75,1,1.0,3.0,-58.0,0,1
885,4.0,38.0,3.5,-1.3,-1.61,1,1.0,3.0,-63.0,0,0
886,1.0,32.0,2.3,2.32,2.22,1,1.0,4.0,-54.0,0,1
887,1.0,35.0,3.0,0.15,-0.22,1,1.0,3.0,-62.0,1,0
888,1.0,39.0,4.0,0.99,1.36,1,1.0,2.0,-62.0,1,1
889,4.0,30.5,2.7,-0.32,-1.11,0,2.0,4.0,-60.0,1,0
890,3.0,24.0,2.4,-1.37,-2.26,0,1.0,3.0,-61.0,0,0
891,4.0,35.0,3.4,-0.74,-0.9,0,1.0,4.0,-62.0,1,1
892,1.0,42.0,3.2,-1.0,-1.83,1,1.0,4.0,-62.0,0,1
893,4.0,42.0,3.5,-1.64,-1.76,1,1.0,4.0,-58.0,1,1
894,1.0,40.0,3.6,1.71,1.12,1,1.0,4.0,-62.0,1,1
895,3.0,33.0,3.4,0.86,0.65,0,1.0,3.0,-63.0,1,1
896,4.0,28.0,3.4,-0.54,-1.5,0,1.0,2.0,-52.0,1,1
897,5.0,31.5,3.1,-0.93,-1.18,0,1.0,4.0,-52.0,1,1
898,4.0,23.5,2.1,-2.13,-1.71,0,1.0,2.0,-62.0,1,0
899,3.0,37.0,3.8,0.72,1.12,1,1.0,3.0,-62.0,0,1
900,3.0,39.0,3.0,0.0,0.91,1,2.0,4.0,-61.0,1,1
901,3.0,33.0,3.5,-0.49,-0.71,1,2.0,2.0,-50.0,1,0
902,1.0,39.0,3.1,0.02,0.09,1,1.0,4.0,-62.0,1,1
903,4.0,44.0,2.8,-1.07,-0.99,0,1.0,3.0,-54.0,0,1
904,3.0,36.0,2.7,-0.61,-1.45,0,1.0,4.0,-62.0,0,0
905,2.0,35.0,3.6,-1.09,-1.15,0,1.0,3.0,-61.0,1,1
906,1.0,27.0,3.2,-0.24,-0.38,0,2.0,4.0,-53.0,1,0
907,2.0,32.0,3.9,0.71,0.56,1,1.0,3.0,-61.0,1,1
908,1.0,40.0,2.5,-0.97,-0.51,1,1.0,5.0,-59.0,0,1
909,1.0,37.0,3.2,-1.16,-1.22,1,1.0,3.0,-62.0,1,0
910,5.0,46.0,3.5,-0.31,-0.14,1,1.0,1.0,-61.0,1,1
911,1.0,42.0,3.7,0.18,0.24,1,1.0,4.0,-66.0,1,1
912,3.0,34.0,3.0,0.07,-0.08,1,1.0,2.0,-60.0,0,1
913,1.0,35.5,3.4,-1.13,-1.0,1,1.0,4.0,-62.0,0,1
914,3.0,38.0,3.0,0.55,0.47,1,1.0,4.0,-60.0,1,1
915,3.0,31.0,3.2,-1.18,-1.87,0,1.0,4.0,-62.0,0,1
916,3.0,27.0,3.2,-1.51,-1.2,0,1.0,4.0,-62.0,0,0
917,5.0,31.0,2.3,-1.26,-1.45,0,1.0,4.0,-54.0,0,1
918,4.0,35.0,3.7,-0.85,-0.12,1,1.0,4.0,-60.0,0,1
919,4.0,34.0,3.9,-0.54,-0.77,1,1.0,2.0,-53.0,1,1
920,1.0,32.0,3.7,0.38,0.26,1,1.0,3.0,-62.0,1,1
921,4.0,29.3,2.4,-1.73,-0.59,0,2.0,3.0,-55.0,0,0
922,3.0,38.0,3.0,0.19,0.02,1,1.0,4.0,-63.0,1,1
923,1.0,38.0,3.4,-1.39,-0.79,1,2.0,3.0,-45.0,0,1
924,3.0,33.0,2.0,0.29,0.48,0,1.0,4.0,-44.0,0,1
925,3.0,39.0,3.6,-0.34,-1.43,0,1.0,2.0,-61.0,1,1
926,1.0,37.0,2.8,-0.29,-0.35,0,1.0,4.0,-62.0,1,1
927,3.0,27.0,3.5,-1.31,-1.12,0,1.0,3.0,-57.0,1,1
928,2.0,39.0,3.3,0.39,-0.49,0,1.0,3.0,-62.0,0,1
929,4.0,32.0,3.7,-0.85,-0.79,0,1.0,4.0,-62.0,1,1
930,4.0,39.5,3.2,0.36,0.4,1,1.0,3.0,-61.0,0,1
931,3.0,30.0,4.0,0.94,1.2,1,1.0,3.0,-61.0,0,1
932,2.0,32.0,3.0,0.44,0.82,0,1.0,4.0,-60.0,0,1
933,1.0,31.7,2.7,-0.91,-2.38,0,1.0,3.0,-61.0,1,1
934,1.0,30.0,3.3,-1.08,-1.67,0,1.0,1.0,-55.0,1,0
935,4.0,33.0,3.5,-0.82,1.59,0,1.0,3.0,-59.0,0,1
936,2.0,29.5,3.1,-1.26,-1.34,0,1.0,3.0,-54.0,0,1
937,3.0,40.0,2.6,-0.08,-1.48,0,1.0,3.0,-61.0,0,1
938,2.0,33.0,2.9,-1.39,-1.64,0,2.0,3.0,-42.0,1,1
939,1.0,37.0,3.2,0.39,-0.02,1,1.0,2.0,-63.0,1,1
940,3.0,36.0,3.2,-0.46,-1.52,0,1.0,2.0,-56.0,1,1
941,1.0,34.0,3.2,0.66,0.8,1,1.0,3.0,-60.0,0,1
942,1.0,35.0,3.5,-1.41,-0.84,0,1.0,4.0,-52.0,1,1
943,1.0,29.0,3.4,-0.63,-1.38,0,1.0,1.0,-62.0,1,0
944,4.0,31.0,3.0,0.21,-0.34,0,1.0,2.0,-59.0,0,0
945,3.0,32.0,3.0,-0.45,-1.4,0,1.0,4.0,-60.0,1,0
946,1.0,31.0,3.3,-1.28,-1.62,0,1.0,3.0,-38.0,1,1
947,2.0,39.0,2.5,0.83,0.38,0,1.0,4.0,-57.0,0,1
948,4.0,43.0,3.7,0.95,1.2,1,1.0,5.0,-61.0,0,1
949,2.0,32.0,3.1,-0.11,-0.47,0,1.0,4.0,-61.0,0,1
950,1.0,34.0,3.5,-0.51,-0.53,1,1.0,3.0,-49.0,1,1
951,3.0,40.0,2.8,0.41,0.49,1,1.0,2.0,-55.0,1,1
952,1.0,34.0,2.8,-0.26,-0.65,0,1.0,3.0,-59.0,0,0
953,4.0,36.0,3.2,-0.56,-1.04,0,1.0,3.0,-56.0,0,1
954,3.0,32.5,3.2,-0.53,-0.34,1,1.0,5.0,-61.0,0,1
955,3.0,32.0,2.9,0.24,0.36,0,2.0,2.0,-57.0,0,1
956,2.0,32.0,3.3,-0.65,-1.08,0,1.0,3.0,-62.0,1,1
957,3.0,36.0,2.8,0.25,-0.57,1,1.0,4.0,-62.0,0,1
958,3.0,34.0,3.1,0.07,0.15,1,1.0,5.0,-66.0,0,1
959,4.0,42.0,3.4,0.16,0.15,1,1.0,5.0,-60.0,1,1
960,3.0,35.0,3.6,0.92,0.4,0,1.0,4.0,-61.0,1,1
961,2.0,31.0,3.2,0.28,0.66,0,1.0,5.0,-59.0,0,1
962,1.0,40.0,4.0,0.95,1.15,1,1.0,3.0,-59.0,0,1
963,3.0,37.0,3.3,-1.23,-1.01,0,1.0,3.0,-58.0,0,1
964,1.0,38.0,3.9,0.46,0.11,1,1.0,4.0,-62.0,1,1
965,3.0,24.0,2.8,-1.1,-0.98,0,1.0,1.0,-52.0,1,0
966,3.0,27.0,2.4,-1.66,-1.07,0,1.0,2.0,-59.0,0,0
967,1.0,39.0,2.9,0.22,-0.26,1,1.0,4.0,-62.0,0,1
968,2.0,29.0,3.2,-1.02,-1.01,0,1.0,4.0,-59.0,0,1
969,4.0,34.0,3.2,-0.47,-0.79,1,1.0,4.0,-61.0,0,1
970,3.0,33.0,3.3,0.05,0.06,1,1.0,3.0,-58.0,0,1
971,1.0,40.0,3.7,0.14,-0.61,1,1.0,4.0,-63.0,0,1
972,2.0,33.0,3.5,-0.05,-0.56,1,1.0,4.0,-62.0,0,1
973,2.0,29.5,3.0,-1.64,-1.36,1,1.0,4.0,-61.0,0,1
974,4.0,33.5,3.5,0.26,0.08,1,1.0,3.0,-62.0,1,1
975,2.0,35.0,2.2,-0.65,-0.83,0,1.0,3.0,-58.0,0,1
976,1.0,42.0,2.9,0.27,0.74,1,1.0,4.0,-59.0,0,1
977,3.0,33.0,2.7,-1.23,-1.52,0,1.0,3.0,-25.0,0,1
978,3.0,24.0,3.2,-0.41,-0.85,0,1.0,5.0,-61.0,1,1
979,4.0,43.0,3.3,-0.84,-1.16,0,1.0,4.0,-56.0,0,1
980,6.0,33.0,2.8,0.41,0.32,0,1.0,5.0,-63.0,0,1
981,4.0,36.5,3.1,1.52,1.44,1,1.0,5.0,-55.0,1,1
982,1.0,41.0,2.9,-0.39,-0.78,0,1.0,3.0,-62.0,0,1
983,6.0,22.3,2.4,-0.1,0.18,0,1.0,2.0,-59.0,1,0
984,1.0,43.0,3.2,0.32,0.01,1,1.0,3.0,-62.0,1,1
985,3.0,25.5,2.2,-2.14,-1.45,0,1.0,4.0,-60.0,1,0
986,1.0,39.0,3.7,1.31,1.56,1,1.0,4.0,-56.0,1,1
987,1.0,41.0,3.0,1.45,1.46,1,1.0,3.0,-60.0,0,1
